名称,武器分类,基础准度,静止射击准度,移动射击准度,被瞄准射击准度,存在距离加成,最大连射奖励次数,最小散步,最大散步,散射角度,散射无规律,造成状态效果概率,对地最小射程,对直升机最小射程,对固定翼最小射程,对地最大射程,对直升机最大射程,对固定翼最大射程,伤害类别,伤害类型索引,基底伤害量,物理伤害溅射半径,压制伤害,压制伤害建设半径,允许未命中造成压制伤害,武器穿深进化类型,引导方式,瞄准时间,装填时间,发射间隔时间,可发射次数,校准射击瞄准时间修正系数,校准射击散步修正系数,补给消耗,投射物类型,烟雾类型,单一锁敌,乱序射击,可穿甲,可移动射击,可直接瞄准,可曲射射击,可盲射,盲射射击次数,可杀伤固定翼,瞄准目标中心,强制造成对顶伤害,造成着火效果,造成着火概率,无友军伤害,射击隐匿惩罚,串联武器,子弹药描述,展示连射准度,面板消耗弹药数量,效果间隔,弹药类型,对地最小射程,对地最大射程,投射物最小射程,高度射程
Ammo_Breda_SAFAT_12_7mm_Nose_AirAir,MinMax_MGAir,否,60,60,否,无,-1,29.2198967,43.829845049999996,否,无,13,0.0,无,无,0.0,无,无,无,无,0.56,2.92198967,6.0,292.198967,无,无,无,否,0.8,0.8,2,是,无,28,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,20,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Breda_SAFAT_12_7mm_Nose_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.56,23.37591736,28.0,292.198967,无,无,无,否,0.8,0.8,是,是,无,28,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,20,0.2,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_Breda_SAFAT_12_7mm_Nose_x2_AirAir,MinMax_MGAir,否,60,60,否,无,-1,29.2198967,43.829845049999996,否,无,13,0.0,无,无,0.0,无,无,无,无,1.12,2.92198967,11.0,292.198967,无,无,无,否,0.85,0.85,2,是,无,56,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,40,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Breda_SAFAT_12_7mm_Nose_x2_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,1.12,49.67382439,56.0,365.24870875,无,无,无,否,0.85,0.85,是,是,无,39,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,40,0.1,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_Breda_SAFAT_12_7mm_Turret_AirAir,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,0.0,无,无,无,无,0.56,2.92198967,6.0,730.4974175,无,无,无,是,0.8,0.8,2,是,无,28,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,20,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Breda_SAFAT_12_7mm_x3_SM_79bis_Turret_AirAir,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,0.0,无,无,无,无,0.56,2.92198967,6.0,730.4974175,无,无,无,是,0.8,0.8,2,是,无,28,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,20,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Breda_SAFAT_7_7_mm_Turret_AirAir,MinMax_MGAir,否,20,20,否,无,-1,无,14.60994835,否,无,否,0.0,无,无,0.0,无,无,无,无,0.2,2.92198967,2.0,730.4974175,无,无,无,是,0.9,0.9,2,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,30,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Breda_SAFAT_7_7_mm_x2_Z1007_Turret_AirAir,MinMax_MGAir,否,20,20,否,无,-1,无,14.60994835,否,无,否,0.0,无,无,0.0,无,无,无,无,0.2,2.92198967,2.0,730.4974175,无,无,无,是,0.9,0.9,2,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,30,0.2,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Breda_SAFAT_7_7mm_x2_Wings_AirAir,MinMax_MGAir,否,50,50,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,0.4,2.92198967,4.0,292.198967,无,无,无,否,0.9,0.9,2,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,60,0.05,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Breda_SAFAT_7_7mm_x2_Wings_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.4,17.53193802,25.0,274.66702898,无,无,无,否,0.9,0.9,是,是,无,16,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,60,0.05,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_Breda_mod_35_20mm_AA,MinMax_AUTOCANAA,否,10,否,否,无,无,58.4397934,146.0994835,否,无,6,0.0,无,无,0.0,无,无,无,无,0.5,146.0994835,25.0,876.596901,无,无,无,否,2.0,0.2,12,是,无,60,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,6.3,无,无,无,12,0.2,EArmeType/BalleDCA,0.0,0.0,0.0,无
Ammo_Breda_mod_35_20mm_AA_Vehicle,MinMax_AUTOCANAA,否,10,否,否,无,无,58.4397934,146.0994835,否,无,6,0.0,无,无,0.0,无,无,无,无,0.5,146.0994835,25.0,876.596901,无,无,无,否,2.0,0.2,12,是,无,60,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,6.3,无,无,无,12,0.2,EArmeType/BalleDCA,0.0,0.0,0.0,无
Ammo_Breda_mod_35_20mm_AP,MinMax_AUTOCANAIR,否,20,否,否,无,-1,无,29.2198967,否,无,10,0.0,无,无,10957.461262499999,无,无,无,无,2.0,2.92198967,48.0,140.25550416,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_750m,无,4.0,3.0,0.15,12,是,无,15,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,6.3,无,无,无,12,0.15,EArmeType/AP_7,0.0,10957.461262499999,0.0,无
Ammo_Breda_mod_35_20mm_AP_Vehicle,MinMax_AUTOCANAIR,否,20,5,否,无,-1,无,29.2198967,否,无,10,0.0,无,无,10957.461262499999,无,无,无,无,2.0,2.92198967,48.0,140.25550416,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_750m,无,4.0,3.0,0.15,12,是,无,15,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,6.3,无,无,无,12,0.15,EArmeType/AP_7,0.0,10957.461262499999,0.0,无
Ammo_Breda_mod_35_20mm_HE,MinMax_AUTOCANAIR,否,10,否,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,10957.461262499999,无,无,无,无,0.8,116.8795868,60.0,292.198967,无,无,无,4.0,3.0,0.15,12,是,无,96,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,6.3,无,无,无,12,0.15,EArmeType/HE,0.0,10957.461262499999,0.0,无
Ammo_Breda_mod_35_20mm_HE_Vehicle,MinMax_AUTOCANAIR,否,10,5,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,10957.461262499999,无,无,无,无,0.8,116.8795868,60.0,292.198967,无,无,无,4.0,3.0,0.15,12,是,无,96,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,6.3,无,无,无,12,0.15,EArmeType/HE,0.0,10957.461262499999,0.0,无
Ammo_Breda_30_LMG,MinMax_Rifle,否,10,否,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,10957.461262499999,无,无,无,无,0.5,2.92198967,20.0,292.198967,无,无,无,2.0,2.0,1.1,6,是,无,17,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,35,0.2,EArmeType/Balle,0.0,10957.461262499999,0.0,无
Ammo_Breda_30_LMG_x2,MinMax_Rifle,否,10,否,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,10957.461262499999,无,无,无,无,是,2.92198967,40.0,350.63876039999997,无,无,无,2.0,2.0,1.1,6,是,无,35,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,70,0.2,EArmeType/Balle,0.0,10957.461262499999,0.0,无
Ammo_Breda_47mm_AP,MinMax_ATGUN,否,50,20,否,无,3,无,58.4397934,否,无,100,0.0,无,无,18262.4354375,无,无,无,无,5.0,2.92198967,65.0,189.92932854999998,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1250m,无,3.0,3.0,3.0,是,是,无,25,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,10.5,无,无,无,是,3.0,EArmeType/AP_13,0.0,18262.4354375,0.0,204.5392769
Ammo_Breda_47mm_HE,MinMax_ATGUN,否,24,14,否,无,-1,无,35.06387604,否,无,否,0.0,无,无,18262.4354375,无,无,无,无,0.94,137.33351449,101.0,438.2984505,无,无,无,3.0,3.0,3.0,是,是,无,25,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,10.5,无,无,无,是,3.0,EArmeType/HE,0.0,18262.4354375,0.0,219.14922525
Ammo_Bren_LMG,MinMax_Rifle,否,15,否,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,10957.461262499999,无,无,无,无,0.5,2.92198967,20.0,292.198967,无,无,无,2.0,2.0,1.1,6,是,无,15,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,30,0.2,EArmeType/Balle,0.0,10957.461262499999,0.0,无
Ammo_Bren_LMGx2,MinMax_Rifle,否,15,否,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,10957.461262499999,无,无,无,无,是,2.92198967,40.0,350.63876039999997,无,无,无,2.0,2.0,1.1,6,是,无,30,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,60,0.2,EArmeType/Balle,0.0,10957.461262499999,0.0,无
Ammo_Bren_LMGx3,MinMax_Rifle,否,15,否,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,10957.461262499999,无,无,无,无,1.5,2.92198967,60.0,420.76651247999996,无,无,无,2.0,2.0,1.1,6,是,无,45,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,90,0.2,EArmeType/Balle,0.0,10957.461262499999,0.0,无
Ammo_Bren_LMGx4,MinMax_Rifle,否,15,否,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,10957.461262499999,无,无,无,无,2.0,2.92198967,80.0,505.50421291,无,无,无,2.0,2.0,1.1,6,是,无,60,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,120,0.2,EArmeType/Balle,0.0,10957.461262499999,0.0,无
Ammo_Bren_gun_vehicule,MinMax_Rifle,否,8,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,10957.461262499999,无,无,无,无,0.5,2.92198967,22.0,292.198967,无,无,无,2.0,3.0,1.1,6,是,无,15,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,30,0.2,EArmeType/Balle,1460.994835,10957.461262499999,0.0,无
Ammo_Browning_303_7_7mm_x2_Nose_AirAir,MinMax_MGAir,否,60,60,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,0.4,2.92198967,4.0,292.198967,无,无,无,否,0.9,0.9,2,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,60,0.05,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Browning_303_7_7mm_x2_Nose_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.4,17.53193802,25.0,274.66702898,无,无,无,否,0.9,0.9,是,是,无,16,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,60,0.05,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_Browning_303_7_7mm_x2_Turret_AirAir,MinMax_MGAir,否,20,20,否,无,-1,无,14.60994835,否,无,否,0.0,无,无,0.0,无,无,无,无,0.4,2.92198967,4.0,730.4974175,无,无,无,是,0.9,0.9,2,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,60,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Browning_303_7_7mm_x2_Wings_AirAir,MinMax_MGAir,否,50,50,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,0.4,2.92198967,4.0,292.198967,无,无,无,否,0.9,0.9,2,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,60,0.05,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Browning_303_7_7mm_x2_Wings_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.4,17.53193802,25.0,274.66702898,无,无,无,否,0.9,0.9,是,是,无,16,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,60,0.05,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_Browning_303_7_7mm_x4_Nose_AirAir,MinMax_MGAir,否,60,60,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,1.08,2.92198967,11.0,292.198967,无,无,无,否,0.9,0.9,2,是,无,54,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,120,0.05,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Browning_303_7_7mm_x4_Nose_AirSol,MinMax_MGAir,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.8,58.4397934,50.0,382.78064677,无,无,无,否,0.9,0.9,是,是,无,32,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,120,0.05,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_Browning_303_7_7mm_x4_Wings_AirAir,MinMax_MGAir,否,50,50,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,1.08,2.92198967,11.0,292.198967,无,无,无,否,0.9,0.9,2,是,无,54,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,120,0.05,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Browning_303_7_7mm_x4_Wings_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.8,58.4397934,50.0,382.78064677,无,无,无,否,0.9,0.9,是,是,无,32,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,120,0.05,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_Browning_303_7_7mm_x6_Wings_AirAir,MinMax_MGAir,否,50,50,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,2.43,2.92198967,24.0,292.198967,无,无,无,否,0.9,0.9,2,是,无,122,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,180,0.05,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Browning_303_7_7mm_x6_Wings_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,1.2,105.19162811999999,75.0,493.81625422999997,无,无,无,否,0.9,0.9,是,是,无,48,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,180,0.05,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_Browning_303_Wings_AirAir,MinMax_MGAir,否,50,50,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,0.2,2.92198967,2.0,292.198967,无,无,无,否,0.9,0.9,2,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,30,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Browning_7_62mm_Wings_x4_AirAir,MinMax_MGAir,否,50,50,否,无,-1,29.2198967,43.829845049999996,否,无,8,0.0,无,无,0.0,无,无,无,无,1.08,2.92198967,11.0,292.198967,无,无,无,否,0.5,0.5,2,是,无,54,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,120,0.05,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Browning_7_62mm_Wings_x4_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.8,58.4397934,40.0,382.78064677,无,无,无,否,0.5,0.5,是,是,无,33,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,120,0.05,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_Browning_M1917,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,14609.948349999999,无,无,无,无,0.5,2.92198967,40.0,511.34819224999995,无,无,无,2.0,2.0,0.3,8,是,无,8,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,25,0.2,EArmeType/Balle,1460.994835,14609.948349999999,0.0,无
Ammo_Browning_M1919A3,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,14609.948349999999,无,无,无,无,0.5,2.92198967,40.0,511.34819224999995,无,无,无,2.0,2.0,0.35,8,是,无,8,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,25,0.2,EArmeType/Balle,1460.994835,14609.948349999999,0.0,无
Ammo_Browning_M1919A6,MinMax_Rifle,否,10,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,10957.461262499999,无,无,无,无,0.5,2.92198967,20.0,292.198967,无,无,无,2.0,2.0,0.75,7,是,无,22,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,45,0.15,EArmeType/Balle,1460.994835,10957.461262499999,0.0,无
Ammo_Browning_M1919A6x2,MinMax_Rifle,否,10,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,10957.461262499999,无,无,无,无,是,2.92198967,40.0,350.63876039999997,无,无,无,2.0,2.0,0.75,7,是,无,45,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,90,0.15,EArmeType/Balle,1460.994835,10957.461262499999,0.0,无
Ammo_Browning_M2HB_12_7mm,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,18262.4354375,无,无,无,无,1.5,2.92198967,95.0,584.397934,无,无,无,2.0,2.0,0.8,8,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,27.0,无,无,无,40,0.2,EArmeType/BalleDCA,1460.994835,18262.4354375,0.0,无
Ammo_Browning_M2HB_12_7mm_AP,MinMax_Rifle,否,5,否,否,无,-1,无,29.2198967,否,无,否,1460.994835,无,无,14609.948349999999,无,无,无,无,1.5,2.92198967,95.0,584.397934,无,无,无,2.0,2.0,0.8,8,是,无,20,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,21.6,无,无,无,40,0.2,EArmeType/Balle_HMG,1460.994835,14609.948349999999,0.0,无
Ammo_Browning_PWU_Wings_AirAir,MinMax_MGAir,否,50,50,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,0.2,2.92198967,2.0,292.198967,无,无,无,否,0.9,0.9,2,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,30,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Browning_PWU_Wings_AirAir_x2_AirAir,MinMax_MGAir,否,50,50,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,0.4,2.92198967,4.0,292.198967,无,无,无,否,0.9,0.9,2,是,无,20,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,60,0.05,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_Browning_PWU_Wings_AirAir_x2_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.4,17.53193802,20.0,274.66702898,无,无,无,否,0.9,0.9,是,是,无,16,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,60,0.05,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_Canon_37_42M_40mm_AP,MinMax_GUN,否,45,15,否,无,3,无,58.4397934,否,无,100,0.0,无,无,14609.948349999999,无,无,无,无,5.0,2.92198967,72.0,210.38325623999998,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1000m,无,3.0,3.5,3.5,是,是,无,19,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,3.2,无,无,无,是,3.5,EArmeType/AP_15,0.0,14609.948349999999,0.0,146.0994835
Ammo_Canon_37_42M_40mm_HE,MinMax_GUN,否,20,10,否,无,-1,无,32.14188637,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,0.8,119.80157647,91.0,394.46860545,无,无,无,3.0,3.5,3.5,是,是,无,19,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,3.2,无,无,无,是,3.5,EArmeType/HE,0.0,14609.948349999999,0.0,146.0994835
Ammo_Canon_37_42M_40mm_HEAT,MinMax_GUN,否,30,否,否,无,3,无,14.60994835,否,无,100,0.0,无,无,10957.461262499999,无,无,无,无,10.0,2.92198967,213.0,622.38379971,无,无,无,3.0,10.0,是,是,是,无,100,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,9.6,无,无,无,是,是,EArmeType/AP_36,0.0,10957.461262499999,0.0,219.14922525
Ammo_Canon_3inch_Mk1_direct,MinMax_ASLTGUN,否,24,14,否,无,-1,无,73.04974175,否,无,否,0.0,无,无,21914.922524999998,无,无,无,无,2.2,280.51100832,176.0,1107.43408493,无,无,无,6.0,9.0,9.0,是,是,无,38,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,是,4.8,无,无,无,是,9.0,EArmeType/HE,0.0,21914.922524999998,0.0,438.2984505
Ammo_Canon_40M_40mm_AP,MinMax_ATGUN,否,50,15,否,无,3,无,58.4397934,否,无,100,0.0,无,无,14609.948349999999,无,无,无,无,5.0,2.92198967,72.0,210.38325623999998,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1000m,无,3.0,5.0,5.0,是,是,无,19,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,8.4,无,无,无,是,5.0,EArmeType/AP_15,0.0,14609.948349999999,0.0,146.0994835
Ammo_Canon_40M_40mm_HE,MinMax_ATGUN,否,20,10,否,无,-1,无,32.14188637,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,0.8,119.80157647,91.0,394.46860545,无,无,无,3.0,5.0,5.0,是,是,无,19,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,8.4,无,无,无,是,5.0,EArmeType/HE,0.0,14609.948349999999,0.0,146.0994835
Ammo_Canon_40M105mmC_HE,MinMax_ASLTGUN,否,24,14,否,无,-1,无,122.72356613999999,否,无,否,0.0,无,无,29219.896699999998,无,无,无,无,4.1,473.36232653999997,263.0,1358.72519655,无,无,无,6.0,10.0,10.0,是,是,无,53,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,是,6.4,无,无,无,是,10.0,EArmeType/HE,0.0,29219.896699999998,0.0,350.63876039999997
Ammo_Canon_40M105mmC_HEAT,MinMax_ASLTGUN,否,30,5,否,无,3,无,58.4397934,否,无,100,0.0,无,无,21914.922524999998,无,无,无,无,10.0,2.92198967,93.0,271.74503931,无,无,无,4.0,9.0,9.0,是,是,无,105,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,12.6,无,无,无,是,9.0,EArmeType/AP_20,0.0,21914.922524999998,0.0,2921.98967
Ammo_Canon_41M_40mm_AP,MinMax_GUN,否,50,15,否,无,3,无,58.4397934,否,无,100,0.0,无,无,14609.948349999999,无,无,无,无,5.0,2.92198967,72.0,210.38325623999998,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1000m,无,4.0,3.5,3.5,是,是,无,19,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,3.2,无,无,无,是,3.5,EArmeType/AP_15,0.0,14609.948349999999,0.0,146.0994835
Ammo_Canon_41M_40mm_HE,MinMax_GUN,否,20,10,否,无,-1,无,32.14188637,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,0.8,119.80157647,91.0,394.46860545,无,无,无,4.0,3.5,3.5,是,是,无,19,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,3.2,无,无,无,是,3.5,EArmeType/HE,0.0,14609.948349999999,0.0,146.0994835
Ammo_Canon_41ML25_75mm_AP,MinMax_GUN,否,50,20,否,无,3,无,58.4397934,否,无,100,0.0,无,无,21914.922524999998,无,无,无,无,8.0,2.92198967,59.0,172.39739053,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1500m,无,4.0,5.0,5.0,是,是,无,38,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,是,5.0,EArmeType/AP_11,0.0,21914.922524999998,0.0,292.198967
Ammo_Canon_41ML25_75mm_HE,MinMax_GUN,否,20,10,否,无,-1,无,73.04974175,否,无,否,0.0,无,无,21914.922524999998,无,无,无,无,2.2,280.51100832,176.0,1095.7461262499999,无,无,无,4.0,5.0,5.0,是,是,无,38,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,是,2.4,无,无,无,是,5.0,EArmeType/HE,0.0,21914.922524999998,0.0,292.198967
Ammo_Canon_41ML25_75mm_HEAT,MinMax_GUN,否,25,5,否,无,3,无,58.4397934,否,无,100,0.0,无,无,18262.4354375,无,无,无,无,8.0,2.92198967,84.0,245.44713227999998,无,无,无,4.0,5.0,5.0,是,是,无,75,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,10.5,无,无,无,是,5.0,EArmeType/AP_18,0.0,18262.4354375,0.0,321.4188637
